name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,imputed_reach,gender
David Lee,12.0,10.0,177.8,70.31,182.88,Orthodox,38.0,1.49,0.5,3.31,0.42,0.0,0.0,0.5,0.0,182.88,male
Victor Valimaki,18.0,10.0,182.88,92.99,182.88,Orthodox,38.0,3.94,0.3,2.99,0.67,0.9,0.14,0.0,0.0,182.88,male
Brad Imes,13.0,7.0,200.66,120.2,182.88,Orthodox,47.0,2.73,0.31,4.24,0.49,1.72,0.71,0.0,1.0,182.88,male
Josh Haynes,14.0,11.0,175.26,77.11,182.88,Orthodox,46.0,1.25,0.22,4.03,0.52,0.94,0.18,0.42,0.0,182.88,male
Dokonjonosuke Mishima,21.0,7.0,170.18,70.31,182.88,Southpaw,51.0,1.06,0.41,1.22,0.52,2.47,0.4,0.25,1.4,182.88,male
Drew Fickett,42.0,21.0,177.8,70.31,177.8,Orthodox,44.0,2.33,0.41,2.29,0.57,1.3,0.35,0.3,2.2,177.8,male
Rex Holman,4.0,2.0,190.5,92.99,182.88,Southpaw,38.0,2.75,0.34,7.25,0.4,0.0,0.0,1.0,0.0,182.88,male
Sam Hoger,10.0,4.0,187.96,92.99,182.88,Orthodox,43.0,1.07,0.25,2.25,0.57,1.12,0.38,0.29,1.3,182.88,male
Chris Price,19.0,4.0,187.96,83.91,182.88,Southpaw,41.0,1.44,0.66,2.59,0.48,0.0,0.0,0.33,2.2,182.88,male
Ross Pointon,6.0,17.0,172.72,77.11,182.88,Orthodox,44.0,2.62,0.23,2.77,0.58,1.19,1.0,0.0,0.0,182.88,male
Marcio Cruz,8.0,3.0,193.04,105.23,182.88,Orthodox,45.0,2.92,0.46,1.51,0.68,0.53,0.07,0.37,1.6,182.88,male
Jeff Joslin,5.0,3.0,182.88,77.11,182.88,Orthodox,48.0,2.17,0.39,1.57,0.65,0.5,0.33,0.64,0.5,182.88,male
Shonie Carter,51.0,31.0,177.8,77.11,182.88,Southpaw,51.0,1.62,0.36,2.32,0.47,0.75,0.66,0.75,0.0,182.88,male
Dave Menne,45.0,17.0,177.8,77.11,182.88,Orthodox,49.0,1.84,0.44,1.99,0.42,0.46,0.5,0.57,2.5,182.88,male
Logan Clark,18.0,6.0,187.96,83.91,182.88,Orthodox,39.0,2.2,0.54,1.49,0.53,0.31,1.0,0.3,2.1,182.88,male
Steve Byrnes,6.0,1.0,182.88,77.11,182.88,Orthodox,38.0,1.2,0.51,2.67,0.27,3.0,0.6,0.0,4.0,182.88,male
Jeff Monson,60.0,26.0,175.26,112.04,187.96,Orthodox,53.0,0.97,0.3,2.87,0.59,1.06,0.12,0.66,0.7,187.96,male
Sherman Pendergarst,11.0,18.0,185.42,106.59,182.88,Orthodox,56.0,1.23,0.36,3.08,0.16,4.62,1.0,0.0,0.0,182.88,male
Josh Shockman,6.0,3.0,193.04,106.59,182.88,Southpaw,43.0,0.87,0.32,0.87,0.58,0.0,0.0,0.23,0.0,182.88,male
Edwin DeWees,38.0,17.0,185.42,83.91,182.88,Orthodox,41.0,1.53,0.33,6.19,0.39,2.18,0.66,0.0,3.3,182.88,male
Jeremy Jackson,9.0,5.0,177.8,77.11,182.88,Orthodox,41.0,0.71,0.27,2.03,0.25,1.52,0.4,0.58,0.0,182.88,male
Gideon Ray,17.0,15.0,177.8,83.91,182.88,Southpaw,50.0,2.08,0.4,2.58,0.53,1.49,1.0,0.0,0.0,182.88,male
Justin James,13.0,7.0,177.8,70.31,182.88,Orthodox,47.0,1.34,0.36,2.68,0.5,0.0,0.0,0.5,1.6,182.88,male
Ken Shamrock,28.0,17.0,185.42,92.99,182.88,Orthodox,60.0,1.47,0.46,4.3,0.39,0.94,0.6,0.44,2.5,182.88,male
Crafton Wallace,18.0,6.0,182.88,83.91,182.88,Orthodox,48.0,1.55,0.44,2.36,0.47,0.0,0.0,0.42,0.0,182.88,male
Mario Neto,13.0,5.0,182.88,103.87,182.88,Orthodox,38.0,1.89,0.5,1.89,0.7,2.84,1.0,0.0,0.0,182.88,male
Danny Abbadi,4.0,6.0,180.34,70.31,182.88,Orthodox,40.0,3.29,0.38,4.41,0.57,0.0,0.0,0.77,0.0,182.88,male
Rob MacDonald,5.0,4.0,190.5,92.99,198.12,Orthodox,45.0,1.8,0.5,2.04,0.46,7.19,0.8,0.8,5.4,198.12,male
Wes Combs,20.0,6.0,187.96,92.99,182.88,Orthodox,50.0,2.14,0.48,4.73,0.45,0.0,0.0,0.0,0.0,182.88,male
Cory Walmsley,8.0,2.0,182.88,92.99,182.88,Orthodox,38.0,0.79,1.0,1.18,0.5,0.0,0.0,0.0,0.0,182.88,male
Yuki Sasaki,25.0,22.0,187.96,83.91,182.88,Orthodox,47.0,1.09,0.43,1.2,0.57,0.43,1.0,0.66,0.0,182.88,female
Jason Von Flue,14.0,12.0,182.88,77.11,182.88,Orthodox,48.0,1.89,0.36,3.23,0.52,0.62,0.16,0.58,1.5,182.88,male
Kristof Midoux,6.0,10.0,185.42,99.79,182.88,Orthodox,49.0,0.7,0.43,2.89,0.49,0.0,0.0,0.0,0.0,182.88,male
Sammy Morgan,18.0,12.0,177.8,77.11,182.88,Orthodox,42.0,1.05,0.22,3.74,0.4,1.43,0.2,0.0,0.5,182.88,male
Dan Christison,20.0,7.0,203.2,120.2,182.88,Orthodox,51.0,4.23,0.51,3.88,0.54,0.0,0.0,0.37,1.1,182.88,male
Joe Jordan,49.0,14.0,167.64,70.31,182.88,Orthodox,45.0,1.85,0.25,4.27,0.59,0.0,0.0,0.66,0.0,182.88,male
Gilbert Aldana,6.0,2.0,185.42,113.4,182.88,Orthodox,46.0,2.91,0.54,6.26,0.26,2.57,0.4,0.33,0.0,182.88,male
Branden Lee Hinkle,17.0,11.0,190.5,106.59,182.88,Orthodox,50.0,2.61,0.69,3.91,0.26,4.34,0.57,0.66,4.3,182.88,male
Kristian Rothaermel,4.0,3.0,182.88,92.99,182.88,Open Stance,52.0,0.75,0.5,2.49,0.41,0.0,0.0,0.0,0.0,182.88,male
Justin Levens,10.0,7.0,180.34,83.91,182.88,Orthodox,43.0,1.24,0.47,3.15,0.37,1.69,0.5,0.33,5.1,182.88,male
Solomon Hutcherson,11.0,7.0,180.34,83.91,182.88,Southpaw,51.0,2.59,0.39,2.59,0.64,3.53,1.0,0.0,0.0,182.88,male
Royce Gracie,15.0,2.0,185.42,79.38,182.88,Southpaw,57.0,0.88,0.41,1.13,0.37,0.0,0.0,0.66,0.8,182.88,male
Fabiano Scherner,11.0,10.0,190.5,116.57,182.88,Orthodox,51.0,1.31,0.31,3.2,0.38,1.09,0.33,0.4,0.0,182.88,male
Rick Davis,3.0,1.0,175.26,70.31,182.88,Orthodox,38.0,3.09,0.5,6.19,0.64,0.0,0.0,0.0,0.0,182.88,male
Nick Thompson,38.0,14.0,185.42,77.11,187.96,Orthodox,42.0,1.87,0.42,1.8,0.49,1.06,1.0,0.35,2.6,187.96,male
David Terrell,6.0,2.0,185.42,83.91,182.88,Southpaw,46.0,2.34,0.63,2.71,0.37,5.54,0.5,0.0,5.5,182.88,male
Derrick Noble,27.0,15.0,175.26,77.11,182.88,Southpaw,45.0,6.21,0.4,3.79,0.59,0.0,0.0,0.0,0.0,182.88,male
Ansar Chalangov,14.0,5.0,175.26,77.11,182.88,Orthodox,44.0,0.68,0.66,1.69,0.54,0.0,0.0,0.0,7.6,182.88,male
Trevor Prangley,34.0,11.0,185.42,83.91,190.5,Orthodox,51.0,2.59,0.6,2.02,0.48,3.38,0.55,0.74,1.0,190.5,male
Steve Vigneault,12.0,6.0,177.8,83.91,182.88,Orthodox,46.0,2.19,0.28,5.75,0.44,0.0,0.0,1.0,0.0,182.88,male
Tom Murphy,8.0,0.0,187.96,102.97,182.88,Southpaw,49.0,2.5,0.71,0.17,0.84,7.51,0.85,0.0,2.5,182.88,male
Icho Larenas,6.0,5.0,190.5,106.59,182.88,Orthodox,44.0,0.17,0.15,2.5,0.28,0.0,0.0,0.14,0.0,182.88,male
Justin Eilers,19.0,7.0,185.42,106.59,182.88,Orthodox,45.0,2.86,0.43,5.66,0.49,0.82,0.25,0.5,0.0,182.88,male
Mike van Arsdale,8.0,5.0,187.96,92.99,182.88,Switch,58.0,1.52,0.41,1.91,0.41,1.06,0.14,0.37,0.0,182.88,male
Mike Whitehead,27.0,8.0,185.42,92.99,182.88,Orthodox,42.0,1.62,0.33,2.36,0.59,3.59,0.43,0.77,0.3,182.88,male
Alex Karalexis,10.0,6.0,172.72,70.31,167.64,Orthodox,46.0,2.57,0.42,2.39,0.54,2.7,0.45,0.86,0.9,167.64,male
Kevin Jordan,11.0,9.0,190.5,111.13,182.88,Orthodox,53.0,2.0,0.4,1.91,0.55,0.0,0.0,0.77,0.6,182.88,male
Jeff Newton,4.0,2.0,187.96,92.99,182.88,Sideways,57.0,0.28,0.2,1.41,0.52,0.0,0.0,0.0,8.5,182.88,male
Kit Cope,6.0,7.0,182.88,77.11,182.88,Orthodox,47.0,1.18,0.52,2.12,0.35,0.0,0.0,0.5,3.5,182.88,male
Kerry Schall,24.0,13.0,187.96,120.2,182.88,Orthodox,52.0,0.94,0.11,4.84,0.63,0.0,0.0,0.0,0.0,182.88,female
Sean Gannon,2.0,1.0,190.5,120.2,182.88,Southpaw,38.0,0.0,0.0,6.38,0.28,0.0,0.0,0.5,0.0,182.88,male
Keigo Kunihara,3.0,2.0,182.88,106.59,182.88,Orthodox,38.0,0.17,0.1,1.99,0.57,4.97,0.4,1.0,2.5,182.88,male
Tra Telligman,7.0,5.0,187.96,105.69,182.88,Orthodox,59.0,1.83,0.35,3.02,0.56,0.87,1.0,0.8,0.0,182.88,male
Brian Gassaway,29.0,20.0,185.42,77.11,182.88,Orthodox,51.0,0.34,0.26,3.65,0.44,0.0,0.0,0.42,0.0,182.88,male
Matt Lindland,22.0,9.0,182.88,83.91,187.96,Southpaw,53.0,2.62,0.5,1.56,0.52,3.01,0.48,0.6,1.3,187.96,male
Bill Mahood,20.0,7.0,190.5,90.72,182.88,Orthodox,57.0,1.54,0.85,3.59,0.17,0.0,0.0,0.0,3.9,182.88,male
Koji Oishi,25.0,10.0,172.72,77.11,182.88,Orthodox,46.0,1.43,0.09,17.86,0.43,0.0,0.0,0.0,0.0,182.88,male
Travis Wiuff,75.0,21.0,190.5,92.99,182.88,Orthodox,46.0,0.48,0.3,4.03,0.41,4.84,0.57,0.44,1.2,182.88,male
John Marsh,8.0,7.0,182.88,120.2,182.88,Orthodox,53.0,0.83,0.42,2.23,0.4,0.43,1.0,0.54,0.4,182.88,male
Bobby Southworth,10.0,6.0,187.96,92.99,182.88,Orthodox,54.0,0.99,0.39,1.38,0.65,3.98,0.78,0.64,1.3,182.88,male
Jason Thacker,0.0,1.0,177.8,83.91,182.88,Orthodox,48.0,0.63,0.33,17.05,0.32,0.0,0.0,0.0,0.0,182.88,male
Chris Sanford,5.0,1.0,180.34,83.91,182.88,Orthodox,56.0,0.23,0.5,3.22,0.17,0.0,0.0,0.0,3.5,182.88,male
Lodune Sincaid,15.0,9.0,175.26,83.91,182.88,Orthodox,50.0,2.72,0.42,6.17,0.57,0.0,0.0,0.75,0.0,182.88,male
Alex Schoenauer,15.0,10.0,190.5,83.91,182.88,Orthodox,47.0,1.22,0.4,2.27,0.42,0.0,0.0,0.22,4.9,182.88,male
Josh Rafferty,9.0,8.0,182.88,77.11,182.88,Orthodox,43.0,0.6,0.33,3.6,0.5,0.0,0.0,0.0,9.0,182.88,male
Mike Kyle,22.0,14.0,193.04,92.99,195.58,Orthodox,43.0,3.93,0.51,3.35,0.49,1.33,0.62,0.5,0.8,195.58,male
Renato Verissimo,7.0,5.0,185.42,77.11,182.88,Orthodox,50.0,0.92,0.48,1.87,0.47,1.46,0.3,0.5,2.5,182.88,male
Tony Fryklund,14.0,9.0,182.88,83.91,182.88,Orthodox,53.0,3.49,0.39,6.5,0.43,0.0,0.0,0.66,0.5,182.88,male
Vernon White,26.0,33.0,182.88,92.99,182.88,Southpaw,52.0,2.11,0.38,2.2,0.54,0.88,0.28,0.44,0.0,182.88,male
Ronald Jhun,24.0,26.0,180.34,77.11,182.88,Orthodox,53.0,1.45,0.57,3.01,0.5,1.81,1.0,1.0,0.0,182.88,male
Kimo Leopoldo,10.0,7.0,190.5,106.59,182.88,Orthodox,56.0,0.76,0.83,2.12,0.3,4.55,1.0,0.0,2.3,182.88,male
Curtis Stout,11.0,12.0,185.42,83.91,182.88,Southpaw,50.0,0.69,0.67,3.2,0.29,0.0,0.0,0.2,0.0,182.88,male
Tiki Ghosn,10.0,7.0,177.8,77.11,182.88,Orthodox,47.0,2.78,0.46,2.94,0.58,0.41,0.5,0.61,0.0,182.88,male
Wesley Correira,20.0,16.0,190.5,117.93,182.88,Orthodox,45.0,2.6,0.36,8.8,0.4,0.0,0.0,0.9,0.0,182.88,male
Wes Sims,24.0,14.0,208.28,117.93,182.88,Orthodox,44.0,0.98,0.51,2.95,0.37,0.0,0.0,0.4,2.3,182.88,male
Jonathan Wiezorek,11.0,2.0,190.5,113.4,182.88,Southpaw,46.0,1.27,0.58,5.47,0.31,1.91,0.2,0.0,0.0,182.88,male
Wade Shipp,11.0,5.0,190.5,111.13,182.88,Orthodox,49.0,4.29,0.86,2.14,0.0,0.0,0.0,0.75,0.0,182.88,male
Genki Sudo,15.0,4.0,175.26,70.31,182.88,Orthodox,46.0,1.55,0.39,2.23,0.33,3.58,0.6,0.5,4.2,182.88,male
Carlos Newton,16.0,14.0,175.26,77.11,182.88,Orthodox,47.0,0.65,0.41,1.55,0.44,2.47,0.7,0.43,0.9,182.88,male
Lee Murray,8.0,2.0,190.5,83.91,182.88,Orthodox,46.0,0.36,0.15,3.28,0.32,0.9,1.0,0.42,1.8,182.88,male
Falaniko Vitale,30.0,11.0,177.8,83.91,182.88,Orthodox,49.0,1.88,0.49,3.68,0.47,0.72,0.33,0.86,0.0,182.88,male
David Abbott,10.0,15.0,182.88,120.2,182.88,Switch,38.0,1.35,0.3,3.55,0.38,1.07,0.33,0.66,0.0,182.88,male
Pedro Rizzo,20.0,11.0,185.42,109.32,182.88,Orthodox,49.0,1.93,0.34,3.02,0.5,0.26,0.28,0.78,0.0,182.88,male
Ricco Rodriguez,53.0,25.0,193.04,120.2,182.88,Orthodox,46.0,1.85,0.51,1.15,0.61,2.3,0.39,0.4,1.0,182.88,male
Keith Rockel,12.0,4.0,182.88,83.91,182.88,Orthodox,38.0,1.13,0.73,0.21,0.66,4.63,0.75,1.0,4.6,182.88,male
Chris Liguori,15.0,10.0,175.26,83.91,182.88,Orthodox,38.0,0.29,0.33,1.44,0.0,0.0,0.0,0.5,0.0,182.88,male
Nick Agallar,24.0,6.0,172.72,70.31,182.88,Orthodox,45.0,0.69,0.11,4.56,0.42,0.0,0.0,0.0,0.0,182.88,male
Gan McGee,13.0,5.0,208.28,120.2,182.88,Orthodox,47.0,2.2,0.29,2.31,0.59,0.65,0.25,0.83,0.0,182.88,andy
Dave Strasser,25.0,8.0,177.8,77.11,182.88,Orthodox,54.0,3.04,0.45,1.88,0.59,0.72,0.33,0.33,0.0,182.88,male
Gerald Strebendt,9.0,7.0,175.26,70.31,182.88,Orthodox,45.0,0.0,0.0,4.0,0.38,0.0,0.0,0.0,16.4,182.88,male
Eddie Ruiz,1.0,1.0,170.18,70.31,182.88,Orthodox,56.0,0.2,0.25,1.4,0.47,2.0,0.12,0.0,0.0,182.88,male
Romie Aram,7.0,1.0,177.8,77.11,182.88,Orthodox,46.0,1.8,0.35,2.83,0.5,2.5,0.62,0.83,0.0,182.88,male
Sean Alvarez,4.0,3.0,182.88,106.59,182.88,Orthodox,52.0,0.89,0.37,3.25,0.47,0.0,0.0,0.0,0.0,182.88,male
Richard Crunkilton,19.0,4.0,170.18,70.31,182.88,Orthodox,44.0,1.72,0.41,1.45,0.58,4.08,0.61,0.65,1.3,182.88,male
Mark Weir,21.0,18.0,187.96,83.91,182.88,Southpaw,56.0,1.54,0.56,2.5,0.38,0.8,0.5,0.25,2.4,182.88,male
Alexandre Dantas,0.0,3.0,187.96,107.95,182.88,Orthodox,45.0,0.21,0.25,1.87,0.6,0.0,0.0,0.0,3.1,182.88,male
Gil Castillo,8.0,5.0,175.26,77.11,182.88,Southpaw,58.0,0.6,0.45,2.22,0.44,3.33,0.45,0.5,0.0,182.88,male
Ian Freeman,20.0,7.0,180.34,102.06,182.88,Orthodox,57.0,2.54,0.48,3.11,0.44,1.44,0.4,0.8,0.7,182.88,male
Phillip Miller,16.0,0.0,180.34,83.91,182.88,Orthodox,45.0,1.61,0.54,1.93,0.5,3.62,0.25,1.0,0.6,182.88,male
Benji Radach,21.0,7.0,177.8,83.91,182.88,Orthodox,44.0,2.62,0.49,2.31,0.51,1.06,0.41,0.71,0.4,182.88,male
Eugene Jackson,15.0,9.0,172.72,83.91,182.88,Orthodox,57.0,2.19,0.33,3.44,0.32,1.91,0.71,0.16,2.3,182.88,male
Leigh Remedios,18.0,10.0,170.18,70.31,182.88,Orthodox,48.0,0.75,0.41,1.36,0.68,0.0,0.0,0.33,0.0,182.88,female
James Zikic,21.0,10.0,187.96,92.99,182.88,Orthodox,47.0,1.47,0.35,1.6,0.44,0.5,0.25,0.74,0.5,182.88,male
Chris Haseman,20.0,17.0,180.34,92.99,182.88,Orthodox,54.0,0.93,0.7,4.67,0.28,0.0,0.0,0.4,2.0,182.88,male
Nick Serra,7.0,3.0,175.26,77.11,182.88,Orthodox,46.0,0.0,0.0,1.73,0.43,1.0,0.1,0.0,2.0,182.88,male
Zach Light,9.0,11.0,172.72,77.11,182.88,Orthodox,50.0,0.81,0.33,1.9,0.48,1.36,1.0,0.0,0.0,182.88,male
Steve Berger,21.0,23.0,180.34,77.11,182.88,Orthodox,50.0,1.0,0.27,3.26,0.36,0.84,0.4,0.16,1.7,182.88,male
Rodrigo Ruas,4.0,5.0,177.8,83.91,182.88,Orthodox,46.0,1.28,0.35,7.0,0.41,0.0,0.0,0.0,0.0,182.88,male
Joao Pierini,4.0,1.0,185.42,70.31,182.88,Switch,52.0,0.76,0.14,4.56,0.33,0.0,0.0,0.0,0.0,182.88,male
Murilo Bustamante,15.0,8.0,187.96,83.01,182.88,Orthodox,57.0,1.33,0.32,1.9,0.6,2.46,0.33,0.54,1.2,182.88,male
Tsuyoshi Kohsaka,27.0,19.0,180.34,102.06,182.88,Orthodox,54.0,1.88,0.38,4.41,0.54,1.32,0.2,0.33,0.4,182.88,male
Paul Creighton,3.0,1.0,167.64,70.31,182.88,Southpaw,53.0,0.72,0.75,4.65,0.3,5.37,0.37,0.0,0.0,182.88,male
Amar Suloev,24.0,7.0,175.26,83.01,182.88,Orthodox,47.0,1.98,0.37,2.19,0.7,0.27,1.0,0.88,0.3,182.88,male
Andrei Semenov,34.0,9.0,182.88,83.91,182.88,Orthodox,46.0,0.78,0.15,2.44,0.6,1.74,0.8,0.55,0.4,182.88,male
Hayato Sakurai,38.0,13.0,170.18,76.2,182.88,Orthodox,48.0,2.45,0.49,1.94,0.59,1.87,0.69,0.56,0.3,182.88,male
Pat Miletich,29.0,7.0,177.8,77.11,182.88,Orthodox,56.0,1.79,0.45,1.66,0.63,1.96,1.0,0.54,1.0,182.88,andy
Pete Williams,12.0,6.0,190.5,106.59,182.88,Orthodox,48.0,0.61,0.62,2.77,0.4,1.84,0.4,0.16,0.9,182.88,male
Kelly Dullanty,4.0,2.0,172.72,70.31,182.88,Orthodox,46.0,0.0,0.0,0.67,0.75,0.0,0.0,0.66,0.0,182.88,female
Jutaro Nakao,25.0,19.0,175.26,77.11,182.88,Southpaw,53.0,0.53,0.38,1.06,0.44,0.38,0.5,0.56,0.0,182.88,male
Kevin Randleman,17.0,16.0,177.8,92.99,182.88,Orthodox,52.0,1.26,0.54,1.12,0.57,2.0,0.56,0.3,0.8,182.88,male
Chris Brennan,21.0,13.0,172.72,77.11,182.88,Orthodox,52.0,0.6,0.4,0.97,0.5,0.0,0.0,0.25,2.1,182.88,male
Bobby Hoffman,36.0,10.0,187.96,111.13,182.88,Orthodox,55.0,2.02,0.7,1.32,0.19,1.17,0.5,0.0,1.2,182.88,male
Homer Moore,26.0,9.0,177.8,92.99,182.88,Orthodox,52.0,0.68,0.5,0.68,0.0,5.07,0.66,0.0,0.0,182.88,male
Roberto Traven,6.0,4.0,190.5,102.97,182.88,Orthodox,55.0,0.92,0.5,2.77,0.57,0.0,0.0,0.0,0.0,182.88,male
Fabiano Iha,9.0,5.0,172.72,70.31,182.88,Orthodox,53.0,1.73,0.47,2.49,0.42,2.88,0.4,0.5,2.9,182.88,male
Semmy Schilt,26.0,14.0,208.28,120.2,182.88,Orthodox,50.0,1.2,0.5,1.31,0.53,0.0,0.0,0.47,1.1,182.88,male
Yuki Kondo,60.0,33.0,180.34,83.01,182.88,Southpaw,48.0,1.14,0.42,2.57,0.51,0.76,0.41,0.37,0.5,182.88,female
Paul Rodriguez,10.0,9.0,170.18,70.31,182.88,Orthodox,38.0,0.84,1.0,1.68,0.68,0.0,0.0,0.5,0.0,182.88,male
Joey Gilbert,2.0,3.0,180.34,70.31,182.88,Orthodox,47.0,0.61,0.42,4.44,0.31,0.0,0.0,0.0,0.0,182.88,male
Phil Johns,30.0,14.0,157.48,77.11,182.88,Southpaw,55.0,1.2,0.66,1.8,0.5,0.0,0.0,0.5,0.0,182.88,male
Kenichi Yamamoto,5.0,12.0,182.88,77.11,182.88,Orthodox,47.0,0.3,0.46,1.93,0.38,0.0,0.0,0.1,0.3,182.88,male
Yoji Anjo,0.0,5.0,180.34,92.99,182.88,Orthodox,57.0,0.0,0.0,3.13,0.25,0.0,0.0,0.0,0.0,182.88,male
Daiju Takase,12.0,15.0,182.88,77.11,182.88,Southpaw,45.0,0.49,0.3,1.64,0.47,0.84,0.17,0.21,1.2,182.88,male
Lance Gibson,4.0,5.0,175.26,83.91,182.88,Orthodox,53.0,1.21,0.75,6.44,0.2,0.0,0.0,0.0,0.0,182.88,male
Maurice Smith,12.0,14.0,187.96,100.24,182.88,Orthodox,62.0,0.41,0.46,0.47,0.6,0.89,0.5,0.2,0.9,182.88,male
Aaron Brink,26.0,26.0,190.5,92.99,182.88,Orthodox,49.0,3.49,0.42,5.71,0.57,0.0,0.0,0.0,0.0,182.88,male
John Lewis,3.0,4.0,182.88,70.31,182.88,Southpaw,38.0,0.0,0.0,4.0,0.66,0.0,0.0,0.0,0.0,182.88,male
Mark Hughes,6.0,2.0,175.26,92.99,182.88,Southpaw,50.0,0.9,0.47,0.4,0.42,3.0,0.5,0.0,4.5,182.88,male
Alex Stiebling,19.0,11.0,187.96,92.99,182.88,Southpaw,38.0,1.77,0.42,1.45,0.52,0.35,0.66,0.66,0.7,182.88,male
Ben Earwood,12.0,3.0,172.72,77.11,182.88,Orthodox,38.0,0.5,0.55,0.2,0.33,3.0,1.0,0.0,0.0,182.88,male
Dan Severn,101.0,19.0,187.96,113.4,182.88,Southpaw,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,male
Laverne Clark,27.0,21.0,180.34,77.11,182.88,Orthodox,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,female
Tedd Williams,7.0,1.0,185.42,124.74,182.88,Orthodox,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,male
Tim Lajcik,7.0,6.0,185.42,102.06,182.88,Orthodox,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,male
Tyrone Roberts,43.0,12.0,175.26,83.91,182.88,Orthodox,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,male
David Dodd,4.0,7.0,187.96,90.72,182.88,Orthodox,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,male
Amaury Bitetti,5.0,2.0,175.26,83.91,182.88,Orthodox,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,male
Alex Andrade,10.0,5.0,180.34,90.72,182.88,Orthodox,49.0,0.2,0.36,2.6,0.53,0.0,0.0,0.25,0.8,182.88,male
Marcelo Aguiar,2.0,3.0,177.8,77.11,182.88,Orthodox,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,male
Joao Roque,7.0,2.0,167.64,70.31,182.88,Orthodox,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,male
Nate Schroeder,11.0,10.0,185.42,104.33,182.88,Missing,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,female
Adrian Serrano,56.0,29.0,172.72,77.11,182.88,Missing,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,male
Sanae Kikuta,31.0,9.0,175.26,90.72,182.88,Orthodox,52.0,0.7,0.45,0.9,0.52,1.6,0.63,0.25,1.8,182.88,female
Ron Waterman,16.0,6.0,187.96,127.01,182.88,Orthodox,58.0,0.84,0.5,1.37,0.42,4.19,0.69,0.5,2.8,182.88,male
Satoshi Honma,4.0,6.0,185.42,92.99,182.88,Orthodox,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,male
Ikuhisa Minowa,60.0,42.0,175.26,82.1,182.88,Orthodox,48.0,0.88,0.4,1.66,0.49,1.82,0.41,0.05,1.9,182.88,male
Joe Slick,16.0,5.0,182.88,90.26,182.88,Orthodox,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,male
Steve Judson,0.0,2.0,180.34,104.33,182.88,Orthodox,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,male
Jermaine Andre,14.0,4.0,170.18,90.72,182.88,Orthodox,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,male
Bob Cook,5.0,0.0,175.26,77.11,182.88,Orthodox,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,male
David Velasquez,10.0,10.0,165.1,65.77,182.88,Orthodox,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,male
Scott Adams,8.0,1.0,182.88,102.06,182.88,Southpaw,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,male
Brad Gumm,10.0,6.0,180.34,77.11,182.88,Orthodox,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,male
Katsuhisa Fujii,9.0,18.0,182.88,92.99,182.88,Orthodox,51.0,4.0,0.5,4.43,0.64,2.14,0.25,0.5,2.1,182.88,male
Jason DeLucia,33.0,21.0,180.34,86.18,182.88,Southpaw,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,male
Keiichiro Yamamiya,45.0,35.0,180.34,83.91,182.88,Southpaw,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,male
Masutatsu Yano,2.0,4.0,175.26,89.81,182.88,Orthodox,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,male
Frank Shamrock,23.0,10.0,177.8,83.91,182.88,Orthodox,51.0,4.75,0.53,4.66,0.57,0.35,0.5,0.37,1.1,182.88,male
Jason Godsey,16.0,16.0,187.96,104.33,182.88,Orthodox,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,male
Brad Kohler,12.0,15.0,175.26,99.79,182.88,Orthodox,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,male
Paul Jones,11.0,1.0,175.26,90.26,182.88,Orthodox,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,male
Valeri Ignatov,1.0,2.0,175.26,77.11,182.88,Orthodox,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,male
